category,session_number,title,url,matched_keywords,keyword_hit
Biogeosciences,280704,"Farm‑Scale Integrated Assessment for Regenerative Agriculture: Monitoring, Modeling, and AI/ML Innovations",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280704.html,['AI'],True
Biogeosciences,283032,From Field to Space: Integrating Observations Across Scales for Terrestrial and Aquatic Ecosystem Monitoring,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session283032.html,['NASA'],True
Biogeosciences,280462,Frontiers in AI for Ecosystem Studies and Global Change Science,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280462.html,['AI'],True
Biogeosciences,280542,"Generative AI in Hydrology and Interdisciplinary Environmental Research: Applications, Opportunities, and Challenges",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280542.html,['Generative AI'],True
Biogeosciences,280410,"Human Footprints on Landscapes: Observations, Models, and Data Integration",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280410.html,['NASA'],True
Biogeosciences,282404,Integrating Earth Observations for Operational Natural Resource Stewardship and Land Management,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282404.html,['NASA'],True
Biogeosciences,283101,NISAR for Ecosystems:  A new frontier and early results,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session283101.html,['NASA'],True
Biogeosciences,280316,"Remote Sensing of Terrestrial Ecosystems: Monitoring, Understanding, and Management Across Scales",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280316.html,['NASA'],True
Biogeosciences,281628,"Science and Applications Enabled by Remote Sensing Data Fusion, Time Series Analysis, and AI",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281628.html,['AI'],True
Biogeosciences,282167,"Surface-Atmosphere Interactions: Scaling Fluxes through the Integration of Physics, Remote Sensing, and AI",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282167.html,['AI'],True
Biogeosciences,281480,"Synergizing LiDAR and AI to Unveil Forest Structure, Function, and Ecosystem Services Across Scales",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281480.html,['AI'],True
Biogeosciences,281403,Targeting Fire Emissions for Future Implications,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281403.html,['NASA'],True
Biogeosciences,280716,The Resilience and Vulnerability of Arctic and Boreal Ecosystems to Change,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280716.html,['NASA'],True
Biogeosciences,279870,"The Role of Fire in the Earth System: Understanding Drivers, Feedbacks, and Interactions with the Land, Atmosphere, and Society",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279870.html,['NASA'],True
Cryosphere,281217,Advances in Radar Remote Sensing of the Cryosphere,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281217.html,['NASA'],True
Cryosphere,281772,Coupled-system Processes of the Arctic Atmosphere-Sea Ice-Ocean System: Harnessing Field Observations and Advancing Models,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281772.html,['NASA'],True
Cryosphere,281297,Decoding the surface elevation change signal of glaciers and ice sheets,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281297.html,['NASA'],True
Cryosphere,280845,"NISAR and the Cryosphere: Advancing Observations of Ice Sheets, Sea Ice, Permafrost, and Seasonal Snow",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280845.html,['NASA'],True
Cryosphere,281463,Physics-Informed AI in Snow Science,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281463.html,['AI'],True
Cryosphere,281664,Remote Sensing of the Cryosphere: Sea Ice,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281664.html,['NASA'],True
Cryosphere,279910,"Snow Albedo Dynamics: Drivers, Observations, and Modeling Across Diverse Snow Environments",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279910.html,['NASA'],True
Earth and Planetary Surface Processes,282484,AI enabled detection and warning of landslide hazard and community risk,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282484.html,['AI'],True
Earth and Planetary Surface Processes,283051,"AI-Driven Solutions for Sustainable Sediment Transport: Bridging Science, Engineering, and Innovation",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session283051.html,['AI'],True
Earth and Planetary Surface Processes,282845,"Beyond the Map: Integrating Agentic AI, Immersive Visualization, and Cloud-Native Workflows to Democratize Earth Science Data",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282845.html,['AI'],True
Earth and Planetary Surface Processes,281580,"River Deltas: Observing, Modeling, and Predicting Natural and Anthropogenic Changes",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281580.html,['NASA'],True
Earth and Planetary Surface Processes,282384,"Tracking Geomorphic Change and Human Impacts in Freshwater Systems through Remote Sensing, Data Fusion, and AI",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282384.html,['AI'],True
Education,281589,Advances and Progress in Fostering a Supportive Scientific Community for All,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281589.html,['NASA'],True
Education,280719,Blending Science with Arts to Spark Curiosity for Learning,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280719.html,['NASA'],True
Education,279424,Frontiers of Geospatial Artificial Intelligence and Capacity Building: Translating Research to Action,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279424.html,['Huntsville'],True
Education,280542,"Generative AI in Hydrology and Interdisciplinary Environmental Research: Applications, Opportunities, and Challenges",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280542.html,['Generative AI'],True
Education,281992,Geoscience as Pathway to Careers in Sustainable Infrastructure : Jobs for the Future Working with AI,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281992.html,['AI'],True
Geodesy,282873,"Advances in Geodetic Mapping of Earth: Insights from NASA’s Satellite Laser Altimetry Missions (ICESat, ICESat-2, and GEDI) and the Path to EDGE",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282873.html,['NASA'],True
Geodesy,282100,Grand Challenges for Geodetic Science and Engineering in 21st-Century Society,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282100.html,['NASA'],True
Geodesy,279384,"Plate Motion, Continental Deformation, and Interseismic Strain Accumulation",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279384.html,['NASA'],True
Geodesy,279738,"Reference Frames: Determination, Usage, and Application",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279738.html,['NASA'],True
Geodesy,280359,Satellite Gravimetry for Terrestrial Hydrology: New Applications and Emerging Science,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280359.html,['NASA'],True
Geodesy,279986,"Satellite Gravimetry: Mission Concepts, Algorithms, and New Applications",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279986.html,['NASA'],True
Geodesy,280416,The International GNSS Service (IGS): Leveraging Next-Generation GNSS Data Processing and Analysis Techniques to Secure the Future of Geodesy,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280416.html,['NASA'],True
Geodesy,282704,The NASA-ISRO SAR (NISAR) Mission – Early Results in geodesy,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282704.html,['NASA'],True
GeoHealth,282147,AI-Enabled Systems for Public Assistance and Healthcare Access during Natural Hazard Events,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282147.html,['AI'],True
GeoHealth,280078,"Advancing cross-cutting health, air quality, and Earth science applications",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280078.html,"['Huntsville', 'NASA']",True
GeoHealth,281624,Application of AI tools Using Earth Observations (EO) for Health Risk Monitoring/Assessment and Early Warning.,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281624.html,"['AI', 'NASA']",True
GeoHealth,282509,Planetary Health and Planetary Boundaries: Earth System Dynamics and Human Well-being,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282509.html,['NASA'],True
Global Environmental Change,280062,AI for Methane: Physics‑Informed and Data‑Driven Approaches to Emissions Modelling across Natural and Anthropogenic Systems,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280062.html,['AI'],True
Global Environmental Change,280253,AI-Ensemble Modeling of Weather Extremes on Agricultural Production Systems,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280253.html,['AI'],True
Global Environmental Change,281742,"Advances in Understanding and Sub-Seasonal to Decadal (S2D) Predictability of High-Latitude Earth System (HLES) Changes and Impacts: Observations, Dynamical Modeling, and AI",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281742.html,['AI'],True
Global Environmental Change,280214,"Advances in near real-time monitoring of land changes using remote sensing: methods, applications, and challenges",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280214.html,"['Huntsville', 'NASA']",True
Global Environmental Change,282656,Advancing Understanding of Irrigation Practices and Impacts in the AI and Cloud Computing Era,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282656.html,['AI'],True
Global Environmental Change,281079,Advancing hazard and disaster science with AI/ML and emerging Earth observation missions,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281079.html,"['AI', 'Huntsville']",True
Global Environmental Change,281238,"Carbon Intensity, Traceability, and AI in Energy Supply Chains",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281238.html,['AI'],True
Global Environmental Change,281002,"Coastal Ecosystems Under Change: Monitoring, Modeling, and Management",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281002.html,['NASA'],True
Global Environmental Change,280968,"Deep Learning, Agentic AI, and Emerging Methods to Advance Climate Science",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280968.html,['AI'],True
Global Environmental Change,279897,Dynamics and Impacts of Hydrologic Intensification,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279897.html,['NASA'],True
Global Environmental Change,281800,Evolving Science and Applications of Landsat,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281800.html,['NASA'],True
Global Environmental Change,282872,From Data to Societal Impacts with NISAR Applications: What is Known and What is Possible?,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282872.html,['NASA'],True
Global Environmental Change,282002,"From Fields to Watersheds: AI-driven Forecasting and Prediction across Agriculture, Water Resources, and Ecosystems",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282002.html,['AI'],True
Global Environmental Change,282381,From Treatment to Impact: Quantifying Land Management Effectiveness for Risk Reduction and Resilient Landscapes,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282381.html,['NASA'],True
Global Environmental Change,280542,"Generative AI in Hydrology and Interdisciplinary Environmental Research: Applications, Opportunities, and Challenges",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280542.html,['Generative AI'],True
Global Environmental Change,280852,GeoAI and Integrative AI Modeling for Earth System Informatics and Infrastructure Resilience,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280852.html,['AI'],True
Global Environmental Change,282061,Global Planetary Boundary Layer Observatory,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282061.html,['NASA'],True
Global Environmental Change,282300,"Implications of climate change for global agriculture – impacts, adaptation, mitigation",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282300.html,['NASA'],True
Global Environmental Change,283118,"Intelligent Agriculture: Integrating Remote Sensing, AI, and Machine Learning for Sustainable Food Systems",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session283118.html,['AI'],True
Global Environmental Change,281593,Low Earth Orbit (LEO) Satellite Missions and Their Contribution to Earth Science Applications,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281593.html,['NASA'],True
Global Environmental Change,280789,Map Quality Assessment and Statistical Inference from Remote Sensing-based Products,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280789.html,"['Huntsville', 'NASA']",True
Global Environmental Change,281037,Multi-Sector Dynamics: Using AI to Model and Manage Complex Adaptive Human-Earth Systems,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281037.html,['AI'],True
Global Environmental Change,282901,"Multisector Dynamics: Energy-Water-Land Systems and the Role of Digital Technology, Computing, and AI Data Centers",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282901.html,['AI'],True
Global Environmental Change,282444,New Paths in Integrated Earth System Modeling,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282444.html,['NASA'],True
Global Environmental Change,280779,Perturbed Parameter Ensembles (PPEs) for Understanding Processes and Quantifying Uncertainty in Model Predictions,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280779.html,['NASA'],True
Global Environmental Change,282834,Pioneering Integrated Earth System Modeling and Reanalysis through Advanced Observation Infusion across Scales,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282834.html,['NASA'],True
Global Environmental Change,282427,Progress Towards Understanding the Growing Earth's Energy Imbalance (EEI),https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282427.html,['NASA'],True
Global Environmental Change,281924,Science-Guided Solutions: Insights from the UCCRN Assessment on Climate Change and Cities,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281924.html,['NASA'],True
Global Environmental Change,282199,"Sensitivity and Uncertainty Characterization in Multi-Scale Modeling of Drought-to-Flood Transitions: Integrating 1D–2D Hydrodynamic, AI/ML, and Index-Based Modeling Frameworks",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282199.html,['AI'],True
Global Environmental Change,280458,"The global water cycle: coupling and exchanges of mass and energy between the ocean, land, cryosphere, and atmosphere",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280458.html,['NASA'],True
Global Environmental Change,280297,Vegetation dynamics and land–atmosphere interactions,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280297.html,['NASA'],True
Global Environmental Change,280814,What we know and we do not know about the stability of the Atlantic Meridional Overturning Circulation?,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280814.html,['NASA'],True
Hydrology,282963,A Decade of Spaceborne GNSS-R: Scientific Legacy of CYGNSS and the Emerging Multi-Mission Future,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282963.html,['NASA'],True
Hydrology,279989,AI Advances in Subsurface Hydrology and Energy,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279989.html,['AI'],True
Hydrology,282107,"AI-Driven Ecohydrology: Monitoring, Modeling, and Mitigating Seawater Intrusion, Compound Flooding, and Saline Soils in Coastal Wetlands",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282107.html,['AI'],True
Hydrology,280083,"AI-Driven Hydrologic Modeling and Prediction: Methods, Applications, and Emerging Frontiers",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280083.html,['AI'],True
Hydrology,279718,"AI-Enabled Physical Modeling of Reservoirs, Watersheds, and Water Systems to Navigate Hydrological Shifts and Climate Extremes",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279718.html,['AI'],True
Hydrology,281406,"Advances in AI‑Enabled Local-Scale Observations of Hydrologic, Geomorphic, and Biogeochemical Processes",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281406.html,['AI'],True
Hydrology,282082,"Advances in Physics-Based and AI Modeling, and Integrated Observations for Compound Hydrometeorological Extremes and Resilience",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282082.html,['AI'],True
Hydrology,282185,Advances in Statistical and Machine Learning Approaches for Hydrological Time Series Analysis,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282185.html,['AI'],True
Hydrology,283067,"Advancing Water Quality Through Artificial Intelligence: Lessons, Strategies, and New Frontiers",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session283067.html,['AI'],True
Hydrology,282136,Advancing Water Systems Analysis: From Operations Research to AI (Building on Jay Lund’s Contributions),https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282136.html,['AI'],True
Hydrology,280423,Advancing Wildfire Hydrology with Data and Modeling Innovations,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280423.html,['NASA'],True
Hydrology,281904,Applications in Snow Hydrology,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281904.html,['NASA'],True
Hydrology,280021,"Earth System Science, Water Resources, and Natural Hazards Applications Based on Global L-Band Radiometry with the NASA Soil Moisture Active Passive (SMAP) Satellite Mission",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280021.html,['NASA'],True
Hydrology,282722,From Data To Decisions In Agriculture: Improving Irrigation And Crop Yields Using Remote Sensing And AI,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282722.html,['AI'],True
Hydrology,282252,From Satellites to Solutions: Advancing Water Management with Applied Earth Observations,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282252.html,['NASA'],True
Hydrology,283028,From Surface Water to Groundwater: Tracking Hydrologic Dynamics with NISAR and SAR,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session283028.html,['NASA'],True
Hydrology,280542,"Generative AI in Hydrology and Interdisciplinary Environmental Research: Applications, Opportunities, and Challenges",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280542.html,['Generative AI'],True
Hydrology,280895,Geospatial Foundation Model and Remote Sensing for Hydrologic Prediction Across the Terrestrial Water Cycle,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280895.html,['NASA'],True
Hydrology,281683,Global River Modeling in the Anthropocene: Advancing Model Intercomparison and Remote Sensing Data Integration for Societal Benefits,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281683.html,['NASA'],True
Hydrology,281211,Interagency Session on Leveraging Remote Sensing Data for Integrated Management of Water Resources and Water Risks in the American West,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281211.html,['NASA'],True
Hydrology,279746,"Machine Learning for Snow: Model Development, Applications, and Lessons Learned",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279746.html,['NASA'],True
Hydrology,281703,NISAR Soil Moisture - Findings from the First Year,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281703.html,['NASA'],True
Hydrology,281691,Physics-Informed Machine Learning and Generative AI for Hydrological Extremes,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281691.html,['Generative AI'],True
Hydrology,280626,Recent Advances in Remote Sensing and Modeling of Flood Inundation,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280626.html,['Huntsville'],True
Hydrology,282199,"Sensitivity and Uncertainty Characterization in Multi-Scale Modeling of Drought-to-Flood Transitions: Integrating 1D–2D Hydrodynamic, AI/ML, and Index-Based Modeling Frameworks",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282199.html,['AI'],True
Hydrology,279521,"Showcasing your Hydrometeorological Data Products, Tools, and Services",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279521.html,['NASA'],True
Hydrology,282532,Space-Based Precipitation Observations: Innovations for Science and Applications,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282532.html,['NASA'],True
Hydrology,280926,Understanding and Quantifying the Human Impacts on Water Cycle,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280926.html,['NASA'],True
Hydrology,282936,"Water Use, Earth System Modeling, and Decision Making: Converging Knowledge for Insights on Water Systems Resilience Across Scales",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282936.html,['NASA'],True
Hydrology,280361,"Where Flood Connects Us: Physical Models, Social Dimensions, and AI Innovations",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280361.html,['AI'],True
Informatics,282751,"AI Foundation Models for Earth, Space, and Planetary Sciences",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282751.html,"['AI', 'Huntsville', 'NASA']",True
Informatics,280765,AI-Ready Data in Biogeosciences: From Data Preparation to Scientific Discovery,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session280765.html,['AI'],True
Informatics,279909,Accelerating Scientific Discovery in Earth System Science with Agentic AI,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session279909.html,['AI'],True
Informatics,281397,"Advancing AI for Environmental Sustainability: Data, Methods, and Applications",https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281397.html,"['AI', 'NASA']",True
Informatics,282615,Advancing Earth Science Data in Cloud Environments,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session282615.html,['NASA'],True
Informatics,281787,Advancing Flood Science and Applications Using Earth Observations and Data-Driven Approaches,https://studio.m-anage.com/agu/agu26/webprogrampreliminary/Session281787.html,['NASA'],True
